[run number],vote-portion-strategic,utility-distribution,number-of-voters,perceived-utility-stdev,proportion-of-strategic-voters,minority-power,y-axis,x-axis,QV?,number-of-issues,issues-correlation,correlate-n-issues,[step],item 0 total-payoff-per-issue,first issue average payoff
2383,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.466341096,0.061
2385,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.902242917,0.061
2386,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.530208732,0.061
2388,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.271818045,0.061
2387,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.646270978,0.061
2389,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.464448791,0.061
2390,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.779752104,0.061
2392,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.582567226,0.061
2391,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.615069467,0.061
2393,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.050433443,0.061
2394,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.227120597,0.061
2395,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.256726627,0.061
2397,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.714511929,0.061
2396,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.285556522,0.061
2398,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.00511402,0.061
2399,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.206515425,0.061
2400,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.770860651,0.061
2401,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.61128446,0.061
2402,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.530467735,0.061
2403,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.420758151,0.061
2404,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.647312321,0.061
2407,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.503578272,0.061
2406,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.132112384,0.061
2408,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.414874051,0.061
2409,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.304083353,0.061
2405,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.308327738,0.061
2411,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.307948651,0.061
2412,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.602850036,0.061
2413,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.030402394,0.061
2414,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.41712666,0.061
2410,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.34048002,0.061
2416,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.348719732,0.061
2417,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.756696017,0.061
2418,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.45250167,0.061
2415,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.657726843,0.061
2420,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.409619237,0.061
2419,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.622866019,0.061
2421,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.261156412,0.061
2422,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.00302442,0.061
2423,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.327520355,0.061
2424,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.546506162,0.061
2426,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.086692472,0.061
2425,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.089213503,0.061
2427,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.187928411,0.061
2429,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.765609932,0.061
2430,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.302641191,0.061
2428,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.489855298,0.061
2431,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.403918918,0.061
2432,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.477785122,0.061
2433,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.49980163,0.061
2435,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.460212007,0.061
2436,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.035224673,0.061
2438,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.356201073,0.061
2437,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.093630294,0.061
2434,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.394440415,0.061
2439,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.17731002,0.061
2441,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.777618937,0.061
2440,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.127303318,0.061
2442,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.401618458,0.061
2443,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.66769979,0.061
2444,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.534897694,0.061
2446,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.381842609,0.061
2445,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.074669031,0.061
2447,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.002366162,0.061
2448,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.431710853,0.061
2450,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.734474605,0.061
2449,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.504368172,0.061
2454,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.633241855,0.061
2453,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.280673472,0.061
2452,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.153379689,0.061
2451,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.68492578,0.061
2455,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.706021687,0.061
2456,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.310256849,0.061
2458,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.482044689,0.061
2459,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.219249449,0.061
2461,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.488326104,0.061
2460,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.43016719,0.061
2462,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.294299705,0.061
2457,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.052885271,0.061
2463,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.393288995,0.061
2464,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.719739296,0.061
2465,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.681239187,0.061
2467,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.401827535,0.061
2466,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.478956706,0.061
2468,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.070919113,0.061
2469,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.702251533,0.061
2471,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.443103158,0.061
2472,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.778473237,0.061
2470,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.758902891,0.061
2473,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.510563808,0.061
2475,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.059409502,0.061
2474,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.345370842,0.061
2476,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.605952041,0.061
2477,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.386796878,0.061
2478,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.060305415,0.061
2479,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.76766572,0.061
2481,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.769146257,0.061
2483,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.188268331,0.061
2480,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.439108952,0.061
2485,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.580117116,0.061
2484,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.341269716,0.061
2482,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.650591971,0.061
2486,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.693863982,0.061
2488,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.215565426,0.061
2487,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.762992209,0.061
2491,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.363634607,0.061
2492,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.132552981,0.061
2489,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.742519875,0.061
2493,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.660625835,0.061
2490,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.638140562,0.061
2494,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.196635534,0.061
2496,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.59281626,0.061
2498,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.336554436,0.061
2495,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.658354904,0.061
2500,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.107867795,0.061
2497,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.79741573,0.061
2501,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.564999284,0.061
2499,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.045822161,0.061
2503,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.623055188,0.061
2504,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.674114639,0.061
2502,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.673172204,0.061
2505,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.23490584,0.061
2507,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.609786469,0.061
2506,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.306655935,0.061
2508,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.590778473,0.061
2509,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.639626778,0.061
2510,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.7580893,0.061
2511,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.314306617,0.061
2512,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.689460821,0.061
2513,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.571655824,0.061
2514,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.096089595,0.061
2515,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.365681001,0.061
2516,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.222852846,0.061
2517,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.533697518,0.061
2519,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.510023861,0.061
2520,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.385589069,0.061
2518,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.510931157,0.061
2521,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.865335845,0.061
2523,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.645876391,0.061
2522,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.038422694,0.061
2525,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.057471024,0.061
2526,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.104246836,0.061
2524,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.210568142,0.061
2527,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.530671217,0.061
2528,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.330223265,0.061
2529,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.566873796,0.061
2531,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.373544789,0.061
2530,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.569466392,0.061
2533,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.035218111,0.061
2535,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.02347269,0.061
2534,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.032235723,0.061
2536,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.710855756,0.061
2532,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.623771198,0.061
2537,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.230410304,0.061
2539,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.025178717,0.061
2538,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.563657889,0.061
2540,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.538321017,0.061
2542,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.438428855,0.061
2543,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.557774426,0.061
2541,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.307880051,0.061
2544,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.238669769,0.061
2545,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.34789953,0.061
2546,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.278371091,0.061
2547,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.637444615,0.061
2548,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.695342026,0.061
2549,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.415572857,0.061
2550,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.03811212,0.061
2551,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.70503994,0.061
2552,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.463276033,0.061
2553,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.332936389,0.061
2554,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.653868153,0.061
2555,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.021613072,0.061
2556,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.03664388,0.061
2557,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.010593675,0.061
2558,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.712650528,0.061
2560,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.672367905,0.061
2561,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.091817716,0.061
2559,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.762898326,0.061
2562,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.534179156,0.061
2563,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.400577088,0.061
2564,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.357304984,0.061
2565,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.047802459,0.061
2567,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.033971613,0.061
2566,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.337649641,0.061
2568,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.378200434,0.061
2569,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.475730841,0.061
2570,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.497765719,0.061
2571,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.242114916,0.061
2572,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.094204631,0.061
2573,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.641227882,0.061
2574,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.21534727,0.061
2576,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.360741129,0.061
2575,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.093380524,0.061
2577,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.185583066,0.061
2578,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.509489845,0.061
2579,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.077332708,0.061
2580,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.526751804,0.061
2581,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.452526545,0.061
2582,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.044381418,0.061
2583,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.122750841,0.061
2585,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.025800191,0.061
2586,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.05330972,0.061
2587,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.030805753,0.061
2584,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.560925819,0.061
2589,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.1055669,0.061
2588,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.793079818,0.061
2590,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.408070223,0.061
2591,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.563291866,0.061
2592,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.031617107,0.061
2593,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.482064056,0.061
2594,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.57333981,0.061
2595,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.350368167,0.061
2596,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,0.051979555,0.061
2597,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.511526556,0.061
2599,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.164197155,0.061
2598,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.797411262,0.061
2600,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.754183339,0.061
2601,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.23169366,0.061
2602,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.731086301,0.061
2603,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.1,10,1,-0.456704689,0.061
