[run number],vote-portion-strategic,utility-distribution,number-of-voters,perceived-utility-stdev,proportion-of-strategic-voters,minority-power,y-axis,x-axis,QV?,number-of-issues,issues-correlation,correlate-n-issues,[step],item 0 total-payoff-per-issue,mean total-payoff-per-issue,first issue average payoff,average payoff
2441,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.05115456,8.437652596,0.999,1
2443,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.12043546,5.564934641,0.999,1
2444,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.11492721,7.833033307,0.999,1
2445,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.21682017,9.512266996,0.999,1
2447,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.1648216,5.198666781,0.999,1
2446,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.49958436,7.04369512,0.999,1
2448,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.12487049,5.375051064,0.999,1
2449,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.01896357,7.623099367,0.999,1
2450,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.69288705,9.755437501,0.999,1
2451,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.70464933,7.530551753,0.999,1
2452,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.23783904,7.104462174,0.999,1
2453,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.23081483,6.835979159,0.999,1
2455,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.50170965,4.995196273,0.999,1
2456,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.05137653,8.566063768,0.999,1
2454,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.66994087,7.117670048,0.999,1
2457,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.7409922,9.552611311,0.999,1
2458,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.13972185,7.446061482,0.999,1
2459,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.41286877,7.104781578,0.999,1
2460,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.4027799,8.895496772,0.999,1
2461,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.42224796,5.218728229,0.999,1
2462,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.28345042,7.283358003,0.999,1
2463,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.73593563,7.163806107,0.999,1
2464,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.14253135,7.587091259,0.999,1
2465,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.2262742,7.24445079,0.999,1
2466,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.40159151,5.961036893,0.999,1
2467,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.46594632,4.423819034,0.999,1
2468,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.2453439,9.038685675,0.999,1
2471,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.50626533,5.398257654,0.999,1
2472,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.12525843,6.16796427,0.999,1
2469,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.0254398,7.028266486,0.999,1
2473,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.78722232,6.678115724,0.999,1
2474,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,9.969064132,6.599552171,0.999,1
2476,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.6475338,9.204767758,0.999,1
2475,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.06961613,5.171265284,0.999,1
2470,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.78243903,8.799178722,0.999,1
2479,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.64860355,5.177998473,0.999,1
2480,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.2227466,5.960254652,0.999,1
2478,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.15945198,4.215753757,0.999,1
2477,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.05972267,10.84398257,0.999,1
2481,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.35139078,7.597186455,0.999,1
2482,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.33639353,5.762533954,0.999,1
2485,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.00698693,6.24781817,0.999,1
2486,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.06896683,5.033485778,0.999,1
2484,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.05076047,7.119746113,0.999,1
2487,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.39989191,4.554813802,0.999,1
2489,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.49261594,5.046157767,0.999,1
2488,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,9.974042675,7.268820331,0.999,1
2490,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.34351097,4.8119061,0.999,1
2483,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.38882476,6.676919028,0.999,1
2493,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.33575031,6.946685868,0.999,1
2495,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.41571636,7.688685686,0.999,1
2492,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.18832405,7.032775118,0.999,1
2494,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,9.925416821,9.896294604,0.999,1
2491,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.66402504,5.432095791,0.999,1
2497,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.38705243,6.041264731,0.999,1
2496,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.6682327,5.067505977,0.999,1
2498,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.75993833,4.842382201,0.999,1
2502,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.53428721,8.290547781,0.999,1
2501,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.31654793,10.89831539,0.999,1
2503,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.70778553,6.772686531,0.999,1
2499,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.48121234,3.550065639,0.999,1
2504,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.71568756,6.841856547,0.999,1
2500,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.75401284,4.944831121,0.999,1
2505,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.14213623,7.870407596,0.999,1
2506,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.68369563,5.539906667,0.999,1
2509,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.32118175,6.168907742,0.999,1
2507,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.77026161,5.598476692,0.999,1
2508,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.77213,5.198603441,0.999,1
2510,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.72377757,8.133784134,0.999,1
2511,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.22374503,6.828181769,0.999,1
2512,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.3874443,6.089902199,0.999,1
2513,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.90054205,12.04917985,0.999,1
2514,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.57230741,8.293992297,0.999,1
2515,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.25990351,7.770312521,0.999,1
2517,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.00611325,4.492496041,0.999,1
2516,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.07965655,9.99244856,0.999,1
2519,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.65435751,5.815835286,0.999,1
2520,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.01838321,8.28164109,0.999,1
2521,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.17212894,6.180719297,0.999,1
2518,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.74106887,4.191750489,0.999,1
2522,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.36765992,6.662649915,0.999,1
2524,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.65563517,5.269309319,0.999,1
2525,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.38843291,4.990615412,0.999,1
2523,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.76010333,4.699975511,0.999,1
2527,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,9.987129012,4.338144495,0.999,1
2526,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.74502479,6.434269144,0.999,1
2528,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.67862801,6.327669293,0.999,1
2529,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.55355689,6.646411031,0.999,1
2530,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.14885089,5.739335705,0.999,1
2531,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.68976429,6.355818676,0.999,1
2533,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.58863389,4.725622381,0.999,1
2532,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.64099528,7.24338482,0.999,1
2535,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.63860299,9.25023123,0.999,1
2534,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.31994238,6.43752812,0.999,1
2536,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.27057886,9.387958985,0.999,1
2538,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.549895,5.18377572,0.999,1
2539,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.49147803,6.396365968,0.999,1
2540,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.19438756,5.930543283,0.999,1
2537,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.3907052,7.393477993,0.999,1
2541,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.40148043,6.789151708,0.999,1
2542,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.48929055,9.070124266,0.999,1
2543,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.58047845,7.300258131,0.999,1
2544,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.13876116,6.535172629,0.999,1
2545,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.38671401,6.3298985,0.999,1
2546,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.03282864,6.448076867,0.999,1
2547,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.7531048,6.696218603,0.999,1
2548,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.25506589,5.389779225,0.999,1
2549,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.35491863,7.082396127,0.999,1
2550,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.36757387,8.452398296,0.999,1
2551,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.74896251,6.92671948,0.999,1
2552,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.35270108,6.16308878,0.999,1
2554,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.58656767,8.333150038,0.999,1
2555,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.29775571,5.360482337,0.999,1
2553,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.46055757,6.9616955,0.999,1
2558,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.67093805,5.033421351,0.999,1
2556,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.52152261,4.75378323,0.999,1
2557,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.66504614,6.882530449,0.999,1
2559,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.33681492,4.673082521,0.999,1
2560,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.57297277,5.777455655,0.999,1
2562,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.57673467,4.099368555,0.999,1
2563,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.26343051,4.291307878,0.999,1
2561,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.5253554,7.646699971,0.999,1
2566,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.09702717,4.60266754,0.999,1
2567,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.05189107,6.863638276,0.999,1
2568,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.23966932,6.38101337,0.999,1
2565,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.4455288,5.804265109,0.999,1
2564,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,9.966360353,6.006561252,0.999,1
2569,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.31245131,8.692462495,0.999,1
2571,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.65413178,9.138722367,0.999,1
2570,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.8165652,6.540013716,0.999,1
2572,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.82588035,8.900260553,0.999,1
2574,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,9.97016023,8.387807567,0.999,1
2575,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.80389777,9.131770194,0.999,1
2573,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.52308188,7.269271924,0.999,1
2576,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.34231789,8.246602156,0.999,1
2577,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,9.88978587,7.001522921,0.999,1
2578,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.26708115,9.051668726,0.999,1
2579,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.86848882,6.662526329,0.999,1
2580,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.26813209,5.822311324,0.999,1
2581,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.72110227,6.520923388,0.999,1
2583,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.68481486,6.825471296,0.999,1
2582,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.76748175,4.465033497,0.999,1
2585,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.0518586,6.202334979,0.999,1
2584,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.73707223,8.577690685,0.999,1
2587,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.6445963,7.317514931,0.999,1
2586,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.67061778,8.15281687,0.999,1
2588,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.09896017,6.230838472,0.999,1
2590,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.15231615,2.384827781,0.999,1
2589,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.62042067,5.668413305,0.999,1
2593,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.49175083,7.645952018,0.999,1
2594,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.69136737,7.621156849,0.999,1
2595,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.26330086,7.850000739,0.999,1
2592,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.0839041,7.389443276,0.999,1
2596,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.2082989,5.622233594,0.999,1
2597,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.19613966,8.569490045,0.999,1
2591,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.57138057,4.959069374,0.999,1
2598,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,9.990496235,7.828325391,0.999,1
2601,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.1421616,5.938669746,0.999,1
2599,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.58913929,5.342701039,0.999,1
2600,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.03720104,7.853350394,0.999,1
2602,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.38742234,9.446737424,0.999,1
2603,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.20716518,8.310971138,0.999,1
2604,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.19689658,8.301570347,0.999,1
2606,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.388053,8.042957837,0.999,1
2605,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.06232182,7.450800565,0.999,1
2607,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.22518859,7.032081138,0.999,1
2608,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.21638777,10.31378641,0.999,1
2610,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.21542571,6.076115661,0.999,1
2609,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.75753986,7.775441469,0.999,1
2612,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.36109423,7.049399839,0.999,1
2611,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.36303639,6.372929812,0.999,1
2613,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.38355739,6.03373289,0.999,1
2614,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.14506735,6.301682122,0.999,1
2615,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.3683265,6.927424353,0.999,1
2616,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.28301248,7.137971827,0.999,1
2617,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.65807014,4.851121138,0.999,1
2618,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.57401967,5.169797436,0.999,1
2619,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.20577849,5.345314804,0.999,1
2621,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.59092019,6.825687572,0.999,1
2620,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.79911015,7.22369113,0.999,1
2624,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.32400855,4.366616921,0.999,1
2623,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.11499707,6.213549914,0.999,1
2625,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.12419817,7.12292188,0.999,1
2622,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.6563062,7.843651691,0.999,1
2627,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.28328172,6.7501062,0.999,1
2626,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.28673108,3.428808977,0.999,1
2628,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.64352859,6.668380713,0.999,1
2629,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.35213829,6.423291861,0.999,1
2630,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.17023827,4.401740514,0.999,1
2631,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.57014258,8.238674966,0.999,1
2632,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.50232297,6.776588833,0.999,1
2633,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.35530578,7.100001559,0.999,1
2634,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.22663041,5.739647285,0.999,1
2635,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.21268423,6.813666504,0.999,1
2636,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.34429226,3.383482615,0.999,1
2637,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.25950251,6.773419179,0.999,1
2638,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.2675985,6.227221601,0.999,1
2640,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.1,10,1,10.61677394,9.327341289,0.999,1
